"Position","Species","IMAGE_ID","EXP_CODE","CIR_RATIO","X_PIXEL","Y_PIXEL","X_SCALE","Y_SCALE","COMP_TIME","SKL_NODES","DIA_STM","DIA_STM_SIMPLE","AREA","AVG_DENSITY","TD_AVG","WIDTH_MAX","D10","D20","D30","D40","D50","D60","D70","D80","D90","RDISTR_X","RDISTR_Y","SKL_DEPTH","SKL_WIDTH","RTP_COUNT","STA_RANGE","STA_MAX","RTA_RANGE","RTA_MAX","ADVT_COUNT","BASAL_COUNT","ADVT_ANG","BASAL_ANG","HYP_DIA","TAP_DIA","MAX_DIA_90","DROP_50","Image_Name","Full.Path","Name","Type","Date","URL","Last.Updated","Folder_Name","UniqId.x","File_copy","Comment","Block","Order","ML","UniqId.y","GerminationDate","Comment1","Dead_plant","DeathCause","RootsHarvested","SeedsCounted","Trt","Comp","Combos","Population"
"731A","Ip","img_7225.jpg","No label found",1,253.125,21.875,0.979938271875,11.339285715625,591,68562.5,27.243125,980.846875,502228.125,2.11330625,15.34475,764.353125,0.73065,1.15973125,1.41475,1.605003125,1.77096875,1.945028125,2.189928125,2.434828125,2.730328125,-50.0478125,-16233.65625,17451.15625,755.53125,154,85.2031,85.4415,81.8827,89.4281,19,18,50.7878,70.1666,46.71875,32.3359375,25.37471875,17485.1875,"img_7225.jpg","Field_Root_Photos/Root_Images_7182018/IMG_7225.JPG","IMG_7225.JPG","JPG","7/18/18","https://drive.google.com/a/umich.edu/file/d/1IX7hBXU_ZqMpUsNMgqUfn_pzrX55qBbJ/view?usp=drivesdk","7/18/18","Root_Images_7182018","731AP",NA,"",3,731,"PA4.13Ip","731AIp","43259.0",NA,NA,NA,"Y","N","Inter","PA 4.15 Ihed","PA 4.13 Ip-PA 4.15 Ihed","PA4"
"733","Ihed","img_7257.jpg","No label found",1,309.375,21.875,0.801767678125,11.339285715625,1130,106487.5,26.69875,941.159375,523550,1.9494125,14.3981875,797.359375,0.8937625,1.15365,1.36916875,1.548765625,1.7178,1.872040625,2.081221875,2.3009625,2.6073375,-38.5959375,-14763.71875,16725.4375,920.428125,269,88.2325,88.3062,88.2335,89.3572,14,23,75.0157,67.4622,46.5209375,31.4434375,25.00775,16748.125,"img_7257.jpg","Field_Root_Photos/Root_Images_7182018/IMG_7257.JPG","IMG_7257.JPG","JPG","7/18/18","https://drive.google.com/a/umich.edu/file/d/1033quaMGNxXmsL2bODwpkHbHn1xjhJvf/view?usp=drivesdk","7/18/18","Root_Images_7182018","733H",NA,"",3,733,"PA4.12Ihed","733Ihed","43259.0",NA,NA,NA,"Y","N","Inter","PA 4.14 Ip","PA 4.14 Ip-PA 4.12 Ihed","PA4"
"733","Ip","img_7258.jpg","No label found",1,353.125,21.875,0.702433628125,11.339285715625,667,90137.5,29.37546875,1014.865625,476256.25,3.99021875,14.5591875,283.431875,0.520184375,0.8221625,1.083228125,1.301434375,1.49820625,1.69498125,1.9112375,2.1898375,2.515196875,-21.5206875,-17169.625,18131.53125,329.440625,179,85.8967,86.101,75.3606,89.582,21,17,43.6763,81.5593,52.965625,34.179375,22.86515625,18165.53125,"img_7258.jpg","Field_Root_Photos/Root_Images_7182018/IMG_7258.JPG","IMG_7258.JPG","JPG","7/18/18","https://drive.google.com/a/umich.edu/file/d/19s3Cj3aUh9AAXogygIyesrUAGFDjkD2L/view?usp=drivesdk","7/18/18","Root_Images_7182018","733P",NA,"",3,733,"PA4.14Ip","733Ip","43259.0",NA,NA,NA,"Y","N","Inter","PA 4.12 Ihed","PA 4.14 Ip-PA 4.12 Ihed","PA4"
"734","Ip","img_7229.jpg","No label found",1,90.625,59.375,2.737068965625,4.177631578125,903,87790.625,27.54009375,357.1875,602375,4.98365625,8.58371875,2476.9625,0.830334375,1.045075,1.220959375,1.384571875,1.537959375,1.685209375,1.830415625,1.9694875,2.1903625,-141.4115625,-5319.40625,6366.71875,2709.696875,233,88.8207,89.0635,86.6865,86.9929,13,37,38.4734,46.9926,26.292875,19.5166875,15.46175,6375.0625,"img_7229.jpg","Field_Root_Photos/Root_Images_7182018/IMG_7229.JPG","IMG_7229.JPG","JPG","7/18/18","https://drive.google.com/a/umich.edu/file/d/1Ppds9f25vfzgqTL8Ia907MdriW82zw2y/view?usp=drivesdk","7/18/18","Root_Images_7182018","734P",NA,"",3,734,"PA4.14Ip","734Ip","43259.0",NA,NA,NA,"Y","N","Alone",NA,NA,"PA4"
"737","Ihed","img_7189.jpg","No label found",1,321.875,21.875,0.77063106875,11.339285715625,314,39043.75,24.20615625,606.653125,183808.4375,1.23895,14.48790625,431.553125,0.372446875,0.6278375,0.822928125,0.993190625,1.17054375,1.496878125,1.986378125,2.433315625,2.805759375,19.428375,-7661.96875,9944.5625,593.384375,83,86.9368,87.0053,83.7823,89.4551,9,20,75.4604,83.3374,42.470625,25.52571875,20.366375,9967.21875,"img_7189.jpg","Field_Root_Photos/Root_Images_7182018/IMG_7189.JPG","IMG_7189.JPG","JPG","7/18/18","https://drive.google.com/a/umich.edu/file/d/1M6Jxv84oa5SRMuYWfdEuQBneS4MTFo5-/view?usp=drivesdk","7/18/18","Root_Images_7182018","737H",NA,"",3,737,"PA4.9Ihed","737Ihed","43262.0",NA,NA,NA,"Y","N","Inter","PA 4.17 Ip","PA 4.17 Ip-PA 4.9 Ihed","PA4"
"737A","Ihed","img_7276.jpg","No label found",1,43.75,59.375,5.66964285625,4.177631578125,332,47759.375,25.09709375,202.615,624603.125,2.25885625,11.98225,3611.5625,0.859871875,1.154459375,1.365446875,1.564490625,1.755571875,2.0023875,2.241240625,2.468153125,2.71895,32.1040625,-2997.49375,3258.5625,4479.03125,105,89.6729,89.975,79.5147,80.9285,4,18,12.9845,30.2166,34.6884375,25.90890625,22.0191875,3271.09375,"img_7276.jpg","Field_Root_Photos/Root_Images_7182018/IMG_7276.JPG","IMG_7276.JPG","JPG","7/18/18","https://drive.google.com/a/umich.edu/file/d/1aa34pT5ScDXLzQ5ptXhB-wYuyuN_f8w7/view?usp=drivesdk","7/18/18","Root_Images_7182018","737AH",NA,"",3,737,"PA4.2Ihed","737AIhed","43259.0",NA,NA,NA,"Y","N","Inter","PA 4.14 Ip","PA 4.14 Ip-PA 4.2 Ihed","PA4"
"737A","Ip","img_7271.jpg","No label found",1,312.5,21.875,0.79375,11.339285715625,182,23856.25,25.5891875,572.634375,118303.4375,5.54071875,14.64015625,217.090625,0.823965625,1.158109375,1.435296875,1.6745125,1.9023375,2.0997875,2.301034375,2.509871875,2.703525,51.9434375,-8187.9375,9286.875,279.4,65,42.7271,42.7391,46.6424,89.5364,6,22,62.1154,78.4557,42.196875,26.827125,23.0385625,9309.5625,"img_7271.jpg","Field_Root_Photos/Root_Images_7182018/IMG_7271.JPG","IMG_7271.JPG","JPG","7/18/18","https://drive.google.com/a/umich.edu/file/d/1FqnKyC_RDnE8Iulzg_vi3l0DKoIFM58b/view?usp=drivesdk","7/18/18","Root_Images_7182018","737AP",NA,"",3,737,"PA4.14Ip","737AIp","43259.0",NA,NA,NA,"Y","Y","Inter","PA 4.2 Ihed","PA 4.14 Ip-PA 4.2 Ihed","PA4"
"738","Ihed","img_7269.jpg","No label found",1,337.5,21.875,0.734953703125,11.339285715625,362,37525,24.20615625,652.009375,181475.3125,2.491171875,14.59315625,475.88125,0.743278125,0.995346875,1.16985625,1.305584375,1.457471875,1.63198125,1.79679375,1.99715625,2.2977,0.424740625,-9600.5,10908.40625,493.153125,96,80.9933,81.0013,47.4185,89.5358,5,14,80.1718,78.1274,44.7796875,28.43490625,26.9988125,10942.40625,"img_7269.jpg","Field_Root_Photos/Root_Images_7182018/IMG_7269.JPG","IMG_7269.JPG","JPG","7/18/18","https://drive.google.com/a/umich.edu/file/d/10kCj750l_Y_uUyNwLAactYZ841HhAb4m/view?usp=drivesdk","7/18/18","Root_Images_7182018","738H",NA,"",3,738,"PA4.9Ihed","738Ihed","43262.0",NA,NA,NA,"Y","N","Inter","PA 4.2 Ip","PA 4.2 Ip-PA 4.9 Ihed","PA4"
"738","Ip","img_7268.jpg","No label found",1,434.375,21.875,0.571043165625,11.339285715625,616,76062.5,27.9683125,850.446875,281499.0625,2.112390625,14.17621875,359.471875,0.482046875,0.755128125,0.956971875,1.144565625,1.3250375,1.4912625,1.662234375,1.86645,2.336625,0.47443125,-12783.71875,14865.8125,365.46875,169,87.5161,88.2584,89.4965,89.4965,8,29,49.0951,82.7759,49.6434375,30.2848125,24.1844375,14899.8125,"img_7268.jpg","Field_Root_Photos/Root_Images_7182018/IMG_7268.JPG","IMG_7268.JPG","JPG","7/18/18","https://drive.google.com/a/umich.edu/file/d/1dymeR-T7_NA75NWeHu1--NfhRWmcPoeJ/view?usp=drivesdk","7/18/18","Root_Images_7182018","738P",NA,"",3,738,"PA4.2Ip","738Ip","43259.0",NA,NA,NA,"Y","N","Inter","PA 4.9 Ihed","PA 4.2 Ip-PA 4.9 Ihed","PA4"
"73A","Ihed","img_6821.jpg","No label found",1,34,22,0.747058824,1.154545455,477,17263,11.6543,90.6318,124097,0.840916,2.64154,508.747,0.120578,0.27148,0.357401,0.415884,0.470758,0.537906,0.601444,0.670036,0.737184,3.13953,-1337.48,1594.43,596.9,91,88.7067,88.8985,83.8127,84.0807,10,20,43.4674,65.7634,6.72488,5.72188,4.81189,1596.74,"img_6821.jpg","Field_Root_Photos/Root_Images_7162018/IMG_6821.JPG","IMG_6821.JPG","JPG","7/16/18","https://drive.google.com/a/umich.edu/file/d/1g5ekDFWxdJAimQDUD-COKFq5BhtxLY0S/view?usp=drivesdk","7/16/18","Root_Images_7162018","73AH",NA,"",1,73,"PA4.15Ihed","73AIhed","43262.0",NA,NA,NA,"N","N","Inter","PA 4.16 Ip","PA 4.16 Ip-PA 4.15 Ihed","PA4"
"740","Ip","img_7262.jpg","No label found",1,34.375,56.25,7.215909090625,4.409722221875,385,57078.125,25.1211875,280.0175,1170278.125,4.9704375,13.89684375,3207.46875,0.814340625,1.0503,1.268990625,1.496315625,1.74090625,1.927946875,2.15815,2.385475,2.57826875,265.72375,-4682.5,4766.90625,3737.84375,117,84.0434,89.0645,75.2742,76.1352,11,19,10.3753,33.6087,48.5584375,32.866875,23.94609375,4780.125,"img_7262.jpg","Field_Root_Photos/Root_Images_7182018/IMG_7262.JPG","IMG_7262.JPG","JPG","7/18/18","https://drive.google.com/a/umich.edu/file/d/1Uu4N1UhM_KBY-mI-zvbljnQF-S7o84iR/view?usp=drivesdk","7/18/18","Root_Images_7182018","740P",NA,"",3,740,"PA4.15Ip","740Ip","43259.0",NA,NA,NA,"Y","N","Alone",NA,NA,"PA4"
"741A","Ihed","img_7260.jpg","No label found",1,325,21.875,0.763221153125,11.339285715625,332,40031.25,25,816.428125,201806.25,2.737665625,14.6791875,470.525,0.437203125,0.563890625,0.673190625,0.770071875,0.874403125,0.9861875,1.125296875,1.358803125,1.6817375,-63.2125,-9897.1875,14208.125,483.11875,97,80.8775,81.5983,64.5894,89.5347,10,17,62.9566,83.6023,47.3128125,30.66753125,28.08503125,14242.15625,"img_7260.jpg","Field_Root_Photos/Root_Images_7182018/IMG_7260.JPG","IMG_7260.JPG","JPG","7/18/18","https://drive.google.com/a/umich.edu/file/d/1P2GiMsitq5c87pBH2kHsvZ613oKqk6F1/view?usp=drivesdk","7/18/18","Root_Images_7182018","741AH",NA,"",3,741,"PA4.15Ihed","741AIhed","43259.0",NA,NA,NA,"Y","N","Inter","PA 4.16 Ip","PA 4.16 Ip-PA 4.15 Ihed","PA4"
"741A","Ip","img_7241.jpg","No label found",1,296.875,21.875,0.835526315625,11.339285715625,946,98996.875,29.40553125,833.4375,572925,2.526225,14.8758125,924.509375,0.5673,0.858225,1.095809375,1.265515625,1.39643125,1.529771875,1.789178125,2.0316125,2.261928125,114.374375,-11585.84375,14570.96875,1097.88125,245,86.6203,87.0789,73.6982,89.4931,9,33,29.202,76.4089,40.965,42.0328125,28.95675,14593.65625,"img_7241.jpg","Field_Root_Photos/Root_Images_7182018/IMG_7241.JPG","IMG_7241.JPG","JPG","7/18/18","https://drive.google.com/a/umich.edu/file/d/1JHbJnQnAKdXjbe3034WwjwVNAiEBRRX-/view?usp=drivesdk","7/18/18","Root_Images_7182018","741AP",NA,"",3,741,"PA4.16Ip","741AIp","43259.0",NA,NA,NA,"Y","N","Inter","PA 4.15 Ihed","PA 4.16 Ip-PA 4.15 Ihed","PA4"
"742","Ihed","img_7248.jpg","No label found",1,353.125,21.875,0.702433628125,11.339285715625,734,61509.375,25.76940625,754.0625,318431.25,1.55616875,14.8313125,832.384375,0.992325,1.340459375,1.5625,1.784540625,2.04495625,2.239584375,2.447915625,2.639803125,2.787828125,-85.3603125,-12711.65625,12870.09375,1030.46875,159,86.1666,86.1846,70.4966,89.4457,13,13,70.9958,79.4979,40.025625,30.83365625,32.020625,12892.78125,"img_7248.jpg","Field_Root_Photos/Root_Images_7182018/IMG_7248.JPG","IMG_7248.JPG","JPG","7/18/18","https://drive.google.com/a/umich.edu/file/d/1S_yKwNgpEb3b0ubZvj-XvRFluvEcMsq7/view?usp=drivesdk","7/18/18","Root_Images_7182018","742H",NA,"",3,742,"PA4.15Ihed","742Ihed","43262.0",NA,NA,NA,"Y","N","Inter","PA 4.19 Ip","PA 4.19 Ip-PA 4.15 Ihed","PA4"
"742","Ip","img_7245.jpg","No label found",1,59.375,40.625,4.177631578125,6.10576923125,452,54121.875,26.5165,357.1875,900800,3.56421875,12.72690625,2560.8875,0.538246875,0.9086875,1.304459375,1.532421875,1.716059375,1.89653125,2.06116875,2.22264375,2.380953125,-277.063125,-5605.75,5995.875,2999.540625,149,86.2114,89.7898,84.8194,85.694,15,9,42.1863,50.1334,40.1090625,28.094125,22.994375,6014.1875,"img_7245.jpg","Field_Root_Photos/Root_Images_7182018/IMG_7245.JPG","IMG_7245.JPG","JPG","7/18/18","https://drive.google.com/a/umich.edu/file/d/1R2spRlLQ8qtgrC_RfT7F-CS5NxmeGuS5/view?usp=drivesdk","7/18/18","Root_Images_7182018","742P",NA,"",3,742,"PA4.19Ip","742Ip","43259.0",NA,NA,NA,"Y","N","Inter","PA 4.15 Ihed","PA 4.19 Ip-PA 4.15 Ihed","PA4"
"743A","Ihed","img_7235.jpg","No label found",1,321.875,21.875,0.77063106875,11.339285715625,282,27478.125,23.32546875,532.946875,144056.5625,2.242971875,15.21953125,682.009375,1.07201875,1.353478125,1.59768125,1.8129125,1.912253125,2.015728125,2.127484375,2.297184375,2.48758125,-94.4778125,-8448.59375,8504.46875,769.090625,82,46.8749,47.6913,45.0131,89.1657,10,11,79.6912,85.3007,38.8253125,27.39971875,22.99465625,8538.46875,"img_7235.jpg","Field_Root_Photos/Root_Images_7182018/IMG_7235.JPG","IMG_7235.JPG","JPG","7/18/18","https://drive.google.com/a/umich.edu/file/d/1eRXSwR_FRCmdrZEG3qEG1zsOvO7HAo5A/view?usp=drivesdk","7/18/18","Root_Images_7182018","743AH",NA,"",3,743,"PA4.15Ihed","743AIhed","43262.0",NA,NA,NA,"N","N","Inter","PA 4.18 Ip","PA 4.18 Ip-PA 4.15 Ihed","PA4"
"743A","Ip","img_7236.jpg","No label found",1,334.375,21.875,0.74182243125,11.339285715625,468,45303.125,29.4504375,657.678125,269969.6875,5.6290625,15.4243125,406.51875,0.705540625,1.127578125,1.37564375,1.5753875,1.74935625,1.913659375,2.0779625,2.235825,2.40335,6.7174375,-9802.03125,10953.75,498.503125,148,61.6102,62.147,59.007,89.3174,10,18,72.1736,69.2454,49.19,34.6040625,28.733875,10976.4375,"img_7236.jpg","Field_Root_Photos/Root_Images_7182018/IMG_7236.JPG","IMG_7236.JPG","JPG","7/18/18","https://drive.google.com/a/umich.edu/file/d/14aEyUvwX12Xz9os8WmrzbSxzqK57QiEd/view?usp=drivesdk","7/18/18","Root_Images_7182018","743AP",NA,"",3,743,"PA4.18Ip","743AIp","43262.0",NA,NA,NA,"N","N","Inter","PA 4.15 Ihed","PA 4.18 Ip-PA 4.15 Ihed","PA4"
"745A","Ihed","img_7239.jpg","No label found",1,371.875,21.875,0.66701680625,11.339285715625,718,79262.5,28.64109375,873.125,424984.375,3.56871875,15.4370625,523.609375,0.81401875,1.156640625,1.3957875,1.605040625,1.7867,1.963759375,2.1707125,2.3960625,2.607615625,-14.17128125,-13256.59375,15364.71875,598.98125,184,81.8153,82.1649,74.8738,89.4198,8,23,4.80541e-12,71.057,53.9978125,41.7725,33.55375,15387.40625,"img_7239.jpg","Field_Root_Photos/Root_Images_7182018/IMG_7239.JPG","IMG_7239.JPG","JPG","7/18/18","https://drive.google.com/a/umich.edu/file/d/16oevYH2M6jU4NnXr2nmlfBkBgkumuEIo/view?usp=drivesdk","7/18/18","Root_Images_7182018","745AH",NA,"",3,745,"PA4.2Ihed","745AIhed","43262.0",NA,NA,NA,"Y","N","Inter","PA 4.17 Ip","PA 4.17 Ip-PA 4.2 Ihed","PA4"
"745A","Ip","img_7238.jpg","No label found",1,446.875,21.875,0.55506993125,11.339285715625,928,89318.75,30.471375,776.740625,394665.625,2.657515625,15.0895625,626.95,0.70174375,0.96194375,1.172203125,1.3614375,1.532275,1.69785625,1.863434375,2.03164375,2.318125,61.51625,-10849.5,13437.0625,665.528125,237,81.8389,81.9118,69.4912,89.7725,7,22,85.72,80.559,33.63375,37.2465625,33.2409375,13459.71875,"img_7238.jpg","Field_Root_Photos/Root_Images_7182018/IMG_7238.JPG","IMG_7238.JPG","JPG","7/18/18","https://drive.google.com/a/umich.edu/file/d/156HnyTKvWSROYR1JFPLJIxuhrs5rtn23/view?usp=drivesdk","7/18/18","Root_Images_7182018","745AP",NA,"",3,745,"PA4.17Ip","745AIp","43262.0",NA,NA,NA,"Y","N","Inter","PA 4.2 Ihed","PA 4.17 Ip-PA 4.2 Ihed","PA4"
"746","Ihed","img_7198.jpg","No label found",1,340.625,21.875,0.728211009375,11.339285715625,619,70950,27.41134375,997.85625,407190.625,2.6391875,15.06,522.490625,0.807028125,1.023159375,1.227396875,1.443528125,1.63785,1.83216875,2.002696875,2.21288125,2.48056875,-9.7071875,-16053.4375,17814.03125,649.565625,152,70.7276,71.2255,66.8447,89.5989,13,18,40.3334,81.8203,46.6784375,30.27896875,24.85621875,17848.03125,"img_7198.jpg","Field_Root_Photos/Root_Images_7182018/IMG_7198.JPG","IMG_7198.JPG","JPG","7/18/18","https://drive.google.com/a/umich.edu/file/d/1Xg6esNnj0F6yzWmiuhvPFaxE-GSgtJK9/view?usp=drivesdk","7/18/18","Root_Images_7182018","746H",NA,"",3,746,"PA4.12Ihed","746Ihed","43259.0",NA,NA,NA,"Y","N","Inter","PA 4.18 Ip","PA 4.18 Ip-PA 4.12 Ihed","PA4"
"746","Ip","img_7215.jpg","No label found",1,415.625,21.875,0.5968045125,11.339285715625,605,66884.375,28.03778125,890.134375,294259.0625,6.2174375,14.90165625,283.18375,0.3582375,0.7074625,0.9282625,1.119771875,1.279740625,1.450971875,1.6086875,1.75964375,1.9218625,49.4859375,-12034.9375,15659.5625,324.6625,154,89.2535,89.4082,31.651,89.6191,8,22,50.7833,82.9044,47.9971875,32.3765625,28.38896875,15693.5625,"img_7215.jpg","Field_Root_Photos/Root_Images_7182018/IMG_7215.JPG","IMG_7215.JPG","JPG","7/18/18","https://drive.google.com/a/umich.edu/file/d/1iOEx8Ck9HVK3fc_ZI1GJW_NTvhm0SmWZ/view?usp=drivesdk","7/18/18","Root_Images_7182018","746P",NA,"",3,746,"PA4.18Ip","746Ip","43259.0",NA,NA,NA,"Y","N","Inter","PA 4.12 Ihed","PA 4.18 Ip-PA 4.12 Ihed","PA4"
"747","Ip","img_7240.jpg","No label found",1,559.375,21.875,0.443435753125,11.339285715625,698,57681.25,29.37546875,776.740625,185795.625,3.09078125,14.78475,306.8575,0.67396875,0.976728125,1.197871875,1.403221875,1.595409375,1.779696875,1.94555625,2.121946875,2.36941875,-38.8184375,-10873.96875,13414.375,360.06875,150,87.0933,87.462,59.4006,89.6321,7,23,84.114,73.5376,46.2221875,27.77271875,26.34696875,13437.0625,"img_7240.jpg","Field_Root_Photos/Root_Images_7182018/IMG_7240.JPG","IMG_7240.JPG","JPG","7/18/18","https://drive.google.com/a/umich.edu/file/d/1dFfQwXYjPMFaDa6UR6sZMnaV-aPYsoT3/view?usp=drivesdk","7/18/18","Root_Images_7182018","747P",NA,"",3,747,"PA4.11Ip","747Ip","43262.0",NA,NA,NA,"Y","N","Inter","PA 4.3 Ihed","PA 4.11 Ip-PA 4.3 Ihed","PA4"
"751B","Ihed","img_7254.jpg","No label found",1,37.5,59.375,6.614583334375,4.177631578125,315,41034.375,27.41134375,252.7465625,680812.5,2.327940625,13.35740625,3267.59375,0.721625,1.03045625,1.207803125,1.452421875,1.6267125,1.8743875,2.097603125,2.293296875,2.482878125,273.08875,-3886.96875,4252.84375,4213.5,90,81.4341,87.3651,75.3497,77.9956,7,13,19.7705,29.0092,38.71,30.0720625,20.4925625,4261.1875,"img_7254.jpg","Field_Root_Photos/Root_Images_7182018/IMG_7254.JPG","IMG_7254.JPG","JPG","7/18/18","https://drive.google.com/a/umich.edu/file/d/1qk2Yu633WlcSSwuYaLaIEYk7hQu_duFT/view?usp=drivesdk","7/18/18","Root_Images_7182018","751BH",NA,"",3,751,"PA4.15Ihed","751BIhed","43259.0",NA,NA,NA,"Y","N","Inter","PA 4.2 Ip","PA 4.2 Ip-PA 4.15 Ihed","PA4"
"751B","Ip","img_7255.jpg","No label found",1,37.5,59.375,6.614583334375,4.177631578125,450,57471.875,25.96775,240.21375,888606.25,2.02716875,13.5783125,4947.71875,0.49171875,0.705228125,0.9349125,1.132246875,1.27135,1.429865625,1.61749375,1.840709375,2.073628125,-157.196875,-3610.1875,4014.71875,6621.1875,121,89.1825,89.7668,75.1049,75.2072,14,11,21.0271,41.2076,37.7234375,23.7310625,24.132125,4027.25,"img_7255.jpg","Field_Root_Photos/Root_Images_7182018/IMG_7255.JPG","IMG_7255.JPG","JPG","7/18/18","https://drive.google.com/a/umich.edu/file/d/1C-EatJJrUdXDUCRUwURwe_K-2RGnhMr5/view?usp=drivesdk","7/18/18","Root_Images_7182018","751BP",NA,"",3,751,"PA4.2Ip","751BIp","43259.0",NA,NA,NA,"Y","N","Inter","PA 4.15 Ihed","PA 4.2 Ip-PA 4.15 Ihed","PA4"
"752B","Ihed","img_7253.jpg","No label found",1,362.5,21.875,0.684267240625,11.339285715625,192,28168.75,25.76940625,510.26875,139455.3125,4.6165625,15.18646875,224.781875,0.938371875,1.2962625,1.501396875,1.750175,1.93785,2.125525,2.3175625,2.535790625,2.797659375,-9.85465625,-8226,8062.21875,272.3384375,56,36.5305,36.5355,31.3079,89.5156,2,13,83.741,81.6891,43.355,36.1753125,22.83065625,8096.25,"img_7253.jpg","Field_Root_Photos/Root_Images_7182018/IMG_7253.JPG","IMG_7253.JPG","JPG","7/18/18","https://drive.google.com/a/umich.edu/file/d/1mSQnYaiBohIYzTLj85vBuiDCuGDkIVWi/view?usp=drivesdk","7/18/18","Root_Images_7182018","752BH",NA,"",3,752,"PA4.15Ihed","752BIhed","43259.0",NA,NA,NA,"Y","N","Inter","PA 4.18 Ip","PA 4.18 Ip-PA 4.15 Ihed","PA4"
"752B","Ip","img_7209.jpg","No label found",1,300,21.875,0.826822915625,11.339285715625,364,39459.375,26.5165,623.659375,235232.5,3.72296875,15.43865625,357.1875,0.456153125,0.738696875,0.94975625,1.12676875,1.293571875,1.456971875,1.6135625,1.81440625,2.28758125,11.47634375,-8725.75,10352.78125,386.953125,140,86.7319,88.2477,79.4724,89.5219,6,25,65.438,77.1558,47.9896875,31.5671875,27.20425,10386.78125,"img_7209.jpg","Field_Root_Photos/Root_Images_7182018/IMG_7209.JPG","IMG_7209.JPG","JPG","7/18/18","https://drive.google.com/a/umich.edu/file/d/1fcCIsKT8W8bgEPxixQSbxAnt5w8Eypor/view?usp=drivesdk","7/18/18","Root_Images_7182018","752BP",NA,"",3,752,"PA4.18Ip","752BIp","43259.0",NA,NA,NA,"Y","N","Inter","PA 4.15 Ihed","PA 4.18 Ip-PA 4.15 Ihed","PA4"
"754B","Ihed","img_7210.jpg","No label found",1,328.125,21.875,0.75595238125,11.339285715625,440,42840.625,27.703,691.696875,246222.5,2.00440625,15.18959375,667.884375,0.3085671875,0.8894,1.1344375,1.3341,1.512584375,1.67896875,2.057115625,2.371734375,2.7045,106.8621875,-9968.09375,11656.78125,762,122,84.6645,85.4217,52.5018,88.725,5,19,69.9275,78.9321,49.9846875,36.6971875,27.04578125,11690.8125,"img_7210.jpg","Field_Root_Photos/Root_Images_7182018/IMG_7210.JPG","IMG_7210.JPG","JPG","7/18/18","https://drive.google.com/a/umich.edu/file/d/1JuUXbfVSLRkM_P9pvARAEqjK0kG7z3lT/view?usp=drivesdk","7/18/18","Root_Images_7182018","754BH",NA,"",3,754,"PA4.15Ihed","754BIhed","43259.0",NA,NA,NA,"Y","N","Inter","PA 4.11 Ip","PA 4.11 Ip-PA 4.15 Ihed","PA4"
"754B","Ip","img_7208.jpg","No label found",1,271.875,21.875,0.912356321875,11.339285715625,426,51834.375,28.22625,878.79375,402465.625,4.264125,15.92128125,698.409375,0.54139375,0.815515625,1.09420625,1.2998,1.468840625,1.610471875,1.7178375,1.8160625,1.92114375,-143.4803125,-13638.71875,15455.4375,889.546875,119,80.0122,80.0446,75.4062,89.5631,14,15,21.1064,66.9958,51.013125,42.7128125,29.13946875,15489.46875,"img_7208.jpg","Field_Root_Photos/Root_Images_7182018/IMG_7208.JPG","IMG_7208.JPG","JPG","7/18/18","https://drive.google.com/a/umich.edu/file/d/17zlNRKYdr803uVeGoMCi8XMcuSkIovWD/view?usp=drivesdk","7/18/18","Root_Images_7182018","754BP",NA,"",3,754,"PA4.11Ip","754BIp","43259.0",NA,NA,NA,"Y","N","Inter","PA 4.15 Ihed","PA 4.11 Ip-PA 4.15 Ihed","PA4"
"755","Ihed","img_7517.jpg","No label found",1,212,15,0.119811321,1.693333333,149,4511,8.92745,84.6667,7394.39,1.04159,2.30137,47.625,0.0590406,0.123001,0.193112,0.273063,0.463715,0.554736,0.602706,0.633456,0.701107,-5.02601,-1335.37,1369.91,64.8179,41,85.3981,89.3509,85.3981,89.3509,7,7,69.3082,80.8468,5.78617,4.82559,3.73466,1373.29,"img_7517.jpg","Field_Root_Photos/Root_Images_7192018/IMG_7517.JPG","IMG_7517.JPG","JPG","7/19/18","https://drive.google.com/a/umich.edu/file/d/1CdKHWBRVfUMAbije8g4_UVQVJcYooNEd/view?usp=drivesdk","7/19/18","Root_Images_7192018","755H",NA,"",4,755,"PA4.3Ihed","755Ihed","43262.0",NA,NA,NA,"Y","N","Inter","PA 4.13 Ip","PA 4.13 Ip-PA 4.3 Ihed","PA4"
"755","Ip","img_7522.jpg","No label found",1,212,15,0.119811321,1.693333333,208,11472,9.59619,100.753,19314.6,1.87547,2.25515,38.0401,0.17982,0.253746,0.313686,0.36963,0.427572,0.499501,0.59041,0.733267,0.872128,4.96356,-1622.18,1686.56,44.9292,70,84.4854,84.9714,80.6447,89.3696,12,10,63.6887,83.4898,8.13909,6.91356,3.44285,1691.64,"img_7522.jpg","Field_Root_Photos/Root_Images_7192018/IMG_7522.JPG","IMG_7522.JPG","JPG","7/19/18","https://drive.google.com/a/umich.edu/file/d/1-I8PlwpLSNiI7VyZOQS_McQWw9zhh5i9/view?usp=drivesdk","7/19/18","Root_Images_7192018","755P",NA,"",4,755,"PA4.13Ip","755Ip","43259.0",NA,NA,NA,"Y","Y","Inter","PA 4.3 Ihed","PA 4.13 Ip-PA 4.3 Ihed","PA4"
